F1	#edp_depmorp_포승읍-@-NNG
F5219	#edp_arg2_mod_축구_선수-@-NNG
F6828	#edp_depmorp_신사-@-NNG
F1162	#edp_arg2_mod_해양-@-NNG
F1993	#edp_depmorp_지배하-@-VV
F5998	일종-@-NNG
F2685	#edp_depmorp_건설하-@-VV
F5220	허웅-@-NNG
F1163	#edp_depmorp_보존되-@-VV
F3172	#edp_dependency_down||NP_CNJ--down||NP--down||VP_MOD--down||
F2689	#edp_depmorp_종로-@-NNG
F1164	원정-@-NNG
F1165	#edp_dependency_선수-@-NNG--늘-@-VV
F5885	#edp_arg2_mod_맴버-@-NNG
F1166	모델-@-NNG
F5221	번째-@-NNB
F2503	#edp_depmorp_민족주의-@-NNG
F5222	#edp_depmorp_홍번구-@-NNG
F7239	아름답-@-VA
F6747	#edp_depmorp_우월주의자-@-NNG
F7240	#edp_dependency_up||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||NP_MOD--down||NP--down||
F3174	#edp_dependency_편곡하-@-VV--번안되-@-VV--노래-@-NNG--민중가요-@-NNG--기리-@-VV
F6749	카를로-@-NNG
F7241	#edp_depmorp_가산리-@-NNG
F4040	글레이저-@-NNG
F5223	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||NP--down||NP--down||NP--down||
F3175	#edp_depmorp_보은군-@-NNG
F6977	#edp_dependency_동행하-@-VV--앞서-@-VV
F5224	#edp_depmorp_편성하-@-VV
F6978	신숙주-@-NNG
F1168	#edp_dependency_down||VP--down||VP--down||
F6764	#edp_arg1_mod_인권운동가-@-NNG
F5225	#edp_dependency_대통령-@-NNG--권유하-@-VV--가-@-VV
F5226	#edp_depmorp_래퍼-@-NNG
F3931	#edp_depmorp_아이-@-NNG
F1169	#edp_depmorp_선수진-@-NNG
F1170	에바-@-NNG
F1171	#edp_dependency_주-@-NNG--주-@-NNG
F7242	#edp_dependency_김주성_-@-NNG--축구인-@-NNG
F3178	#edp_arg2_mod_정해원-@-NNG
F6874	#edp_depmorp_빼앗-@-VV
F5302	#edp_dependency_아침드라마-@-NNG
F6785	감독-@-NNG
F3180	결과-@-NNG
F8056	#edp_depmorp_볼리비아-@-NNG
F5402	#edp_depmorp_천-@-NR
F5227	#edp_depmorp_강자-@-NNG
F1173	#edp_dependency_up||NP_CNJ--up||NP--up||NP_SBJ--up||VNP--up||VP--down||
F1174	올림피아코스-@-NNG
F1175	극-@-NNG
F4269	#edp_depmorp_지원하-@-VV
F7245	#edp_depmorp_아나운서-@-NNG
F1176	#edp_dependency_경기-@-NNG--치르-@-VV--데뷔전-@-NNG
F1177	교-@-NNG
F7246	#edp_depmorp_직위-@-NNG
F3183	차량-@-NNG
F3264	관계-@-NNG
F7087	#edp_dependency_학자문신역사가-@-NNG--시대-@-NNG
F5230	인조-@-NNG
F7247	#edp_arg1_mod_권선구-@-NNG
F7248	유나이티드-@-NNG
F1178	#edp_dependency_지나가-@-VV
F6818	#edp_depmorp_영화인-@-NNG
F5231	#edp_dependency_이후-@-NNG--배출하-@-VV
F1179	#edp_depmorp_북섬-@-NNG
F1180	#edp_depmorp_일대-@-NNG
F7249	별-@-NNG
F7667	#edp_dependency_up||NP--up||X--up||
F5232	#edp_arg2_mod_드라마-@-NNG
F1182	#edp_dependency_연호-@-NNG
F8108	#edp_dependency_받-@-VV--되-@-VV
F1066	미디어-@-NNG
F7251	#edp_arg2_mod_도-@-NNG
F3186	#edp_depmorp_섬-@-NNG
F2780	게바라-@-NNG
F5233	소야-@-NNG
F2786	#edp_depmorp_노부시치로-@-NNG
F2787	#edp_depmorp_유사성-@-NNG
F3189	#edp_dependency_up||NP_OBJ--up||VP--up||VP--down||NP_AJT--down||NP--down||
F3190	#edp_dependency_대통령-@-NNG--국가주석-@-NNG--간-@-NNB--정상회담-@-NNG--이루어지-@-VV--이후-@-NNG--부상하-@-VV--결과-@-NNG--가지-@-VV--방문하-@-VV--키신저-@-NNG
F3191	#edp_depmorp_베르누이-@-NNG
F3192	#edp_depmorp_베오그라드-@-NNG
F1184	#edp_depmorp_아사쿠사-@-NNG
F3194	#edp_arg2_mod_빙허-@-NNG
F5234	#edp_dependency_down||DP--down||NP--down||
F3195	#edp_dependency_중-@-NNB--침공하-@-VV--군대-@-NNG--지휘하-@-VV
F1921	#edp_depmorp_하-@-NNG
F1185	#edp_depmorp_터미널-@-NNG
F4272	#edp_dependency_up||NP_CNJ--up||NP_SBJ--down||NP_CNJ--down||NP_MOD--down||
F1186	#edp_dependency_up||VP--down||VP--down||NP_OBJ--down||VP_MOD--down||
F3196	간-@-NNB
F1187	#edp_depmorp_쿠르스크-@-NNG
F936	#edp_depmorp_소목_-@-NNG
F6869	동물-@-NNG
F3197	#edp_depmorp_예상-@-NNG
F6873	#edp_depmorp_방법-@-NNG
F3198	미쓰에이-@-NNG
F7708	#edp_depmorp_발생하-@-VV
F2820	#edp_depmorp_삼양리-@-NNG
F1189	#edp_depmorp_중부-@-NNG
F1190	교황-@-NNG
F3200	#edp_dependency_철도역-@-NNG--위치하-@-VV--시-@-NNG
F5236	무렵-@-NNB
F7257	#edp_depmorp_세우-@-VV
F3201	#edp_depmorp_입각-@-NNG
F1192	#edp_depmorp__-@-NNG
F7258	#edp_dependency_up||NP_MOD--up||NP_AJT--up||VP--down||
F1193	해지-@-NNG
F7259	#edp_dependency_역-@-NNG
F4274	아레나-@-NNG
F5239	허브-@-NNG
F171	#edp_depmorp_중기-@-NNG
F6323	#edp_dependency_정권-@-NNG--무너뜨리-@-VV--확대되-@-VV--국가-@-NNG--등-@-NNB--리비아-@-NNG
F7260	#edp_dependency_up||NP_SBJ--up||VP--down||VP--down||VP--down||
F1194	촌-@-NNG
F6324	#edp_depmorp_전투-@-NNG
F5241	#edp_depmorp_엔지니어-@-NNG
F1195	유벤투스-@-NNG
F7262	#edp_depmorp_재상륙하-@-VV
F1196	가미스-@-NNG
F7323	#edp_depmorp_방식-@-NNG
F5243	#edp_dependency_철도역-@-NNG--가-@-VV
F5244	#edp_depmorp_모델-@-NNG
F3204	단계-@-NNG
F5245	#edp_dependency_군-@-NNG--야마나시-@-NNG
F7264	#edp_depmorp_종제-@-NNG
F1197	결승전-@-NNG
F3205	#edp_depmorp_걸-@-VV
F8119	거리-@-NNG
F5246	#edp_dependency_윤치호-@-NNG--교육인-@-NNG
F1220	국가대표-@-NNG
F3868	#edp_dependency_up||NP_MOD--up||VNP--down||VP_MOD--down||VP--down||NP_AJT--down||NP--down||
F1943	공항-@-NNG
F7267	#edp_depmorp_동료-@-NNG
F5309	#edp_dependency_up||NP_AJT--up||VNP--down||VP_MOD--down||NP_OBJ--down||NP_CNJ--down||
F1198	#edp_dependency_카카-@-NNG--등-@-NNB--선수들-@-NNG--즐비하-@-VA
F7268	#edp_arg1_mod_브라질-@-NNG
F3208	#edp_dependency_up||X--up||NP--down||NP--down||
F3209	#edp_dependency_주연-@-NNG--영화-@-NNG
F7269	#edp_arg1_mod_내걸-@-VV
F7270	#edp_dependency_이시연-@-NNG--등-@-NNB--이전-@-NNG--밝히-@-VV--하-@-VV--따돌리-@-VV
F4094	#edp_depmorp_창원시-@-NNG
F3211	#edp_arg1_mod_음반-@-NNG
F6955	#edp_depmorp_산하-@-NNG
F586	요미우리-@-NNG
F1200	#edp_dependency_up||NP_SBJ--up||NP_AJT--up||VNP--down||VP_MOD--down||NP_OBJ--down||
F929	#edp_depmorp_도화동-@-NNG
F5249	#edp_dependency_이적하-@-VV--기록하-@-VV
F5250	#edp_depmorp_영화-@-NNG
F3213	#edp_depmorp_기리-@-VV
F1201	#edp_depmorp_잡지-@-NNG
F5251	#edp_dependency_철도역-@-NNG
F1464	#edp_depmorp_휩싸이-@-VV
F1202	#edp_dependency_총리-@-NNG--사임-@-NNG--요구하-@-VV--이상-@-NNG--참여하-@-VV--시위-@-NNG--벌어지-@-VV--수-@-NNG
F3215	#edp_depmorp_선행상영-@-NNG
F5252	로베르토-@-NNG
F3216	#edp_dependency_트레-@-NNG--드되-@-VV
F1203	본사-@-NNG
F2910	#edp_dependency_송-@-NNG--씨-@-NNB--매도당하-@-VV--때-@-NNG--멸망하-@-VV
F3217	#edp_depmorp_뜨-@-VV
F5254	#edp_dependency_출연하-@-VV--등-@-NNB--배수빈-@-NNG
F6006	#edp_dependency_감독-@-NNG--부임하-@-VV--보이-@-VV--실점-@-NNG
F7273	지지-@-NNG
F5255	트윈스-@-NNG
F7275	#edp_depmorp_사-@-NNG
F3218	박정희-@-NNG
F3220	#edp_dependency_up||NP_CNJ--up||NP--up||NP_OBJ--up||VP_MOD--down||NP_AJT--down||
F5256	#edp_dependency_up||VP_MOD--up||NP_MOD--up||NP_OBJ--up||VNP--down||NP_AJT--down||NP_MOD--down||
F6957	#edp_depmorp_센터-@-NNG
F1205	#edp_dependency_up||NP_OBJ--up||VP--down||NP_AJT--down||VP_MOD--down||
F3221	#edp_depmorp_다테_시_-@-NNG
F1266	#edp_depmorp_홍영식-@-NNG
F1206	게이세-@-NNG
F7278	쇼-@-NNG
F2934	#edp_dependency_up||NP_AJT--up||VP--up||VP--up||VP--up||VP--down||
F1207	#edp_arg2_mod_더불-@-VV
F5258	오키나와-@-NNG
F6109	#edp_depmorp_방심-@-NNG
F5259	제임스-@-NNG
F3222	#edp_dependency_up||NP_SBJ--up||VP--down||NP_AJT--down||NP_MOD--down||
F4360	#edp_arg2_mod_루마니아-@-NNG
F5260	#edp_depmorp_최대도시-@-NNG
F1026	#edp_depmorp_헤센카셀-@-NNG
F1209	#edp_dependency_up||VNP--down||VNP--down||NP_MOD--down||
F5262	#edp_depmorp_윤두수-@-NNG
F7281	#edp_depmorp_녀-@-NNG
F7282	박지윤-@-NNG
F3223	#edp_depmorp_기억되-@-VV
F3224	#edp_depmorp_요원들-@-NNG
F3225	#edp_depmorp_대구광역시-@-NNG
F7284	돌거북-@-NNG
F2962	#edp_depmorp_다니마치스지-@-NNG
F6993	#edp_arg2_mod_개장하-@-VV
F3226	왼쪽-@-NNG
F6631	#edp_dependency_가나가와-@-NNG
F1211	#edp_depmorp_프라하-@-NNG
F3227	#edp_dependency_수상-@-NNG
F1212	#edp_dependency_up||VP--down||NP_AJT--down||VP--down||
F5264	#edp_depmorp_음성군-@-NNG
F1214	#edp_depmorp_이과인-@-NNG
F3228	#edp_depmorp_효종-@-NNG
F3229	#edp_depmorp_확보하-@-VV
F2980	#edp_depmorp_소프트웨어-@-NNG
F1215	#edp_depmorp_만회하-@-VV
F1747	#edp_depmorp_곽영범-@-NNG
F22	종-@-NNG
F3230	#edp_depmorp_강서구-@-NNG
F8043	따르-@-VV
F1217	#edp_depmorp_수학하-@-VV
F5266	#edp_dependency_맞-@-VV--감영-@-NNG
F2610	격파하-@-VV
F1218	#edp_arg2_mod_최철순-@-NNG
F6402	#edp_depmorp_나비-@-NNG
F3232	#edp_depmorp_수료하-@-VV
F1692	#edp_depmorp_배기종-@-NNG
F7071	#edp_dependency_받-@-VV
F2999	#edp_depmorp_사람들-@-NNG
F3233	#edp_dependency_태조-@-NNG
F3234	#edp_dependency_up||VP_MOD--down||VP--down||
F2956	#edp_dependency_인물-@-NNG--연기하-@-VV
F7289	족-@-NNG
F6008	#edp_dependency_베를렌-@-NNG--시인-@-NNG
F5269	프랑크-@-NNG
F3236	#edp_depmorp_주-@-NNG
F8039	아르헨티나-@-NNG
F1221	#edp_depmorp_아들-@-NNG
F7924	#edp_depmorp_부랴트족-@-NNG
F7291	#edp_arg2_mod_국-@-NNG
F3237	#edp_depmorp_죽평리-@-NNG
F5270	#edp_depmorp_생활하-@-VV
F5271	#edp_dependency_up||NP_SBJ--down||VNP_MOD--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F1019	#edp_depmorp_연주하-@-VV
F6329	주심-@-NNG
F1222	#edp_depmorp_무리-@-NNG
F3026	마틴-@-NNG
F5272	#edp_dependency_남부-@-NNG
F5273	#edp_depmorp_입국-@-NNG
F3240	#edp_depmorp_칼라일_-@-NNG
F5274	몰도바인-@-NNG
F4961	#edp_depmorp_야구_선수-@-NNG
F1223	#edp_dependency_대통령-@-NNG--사망하-@-VV--실시되-@-VV--선거-@-NNG
F3241	해트트릭-@-NNG
F3242	말하-@-VV
F3243	#edp_depmorp_스마일-@-NNG
F1224	#edp_depmorp_진출하-@-VV
F7586	#edp_depmorp_주연하-@-VV
F3772	#edp_depmorp_경주시-@-NNG
F2915	#edp_depmorp_기-@-NNG
F1225	#edp_depmorp_견디-@-VV
F5276	#edp_dependency_위치하-@-VV--시-@-NNG--히타치오미야-@-NNG
F5277	#edp_depmorp_피하-@-VV
F7296	#edp_dependency_같-@-VA
F1821	#edp_depmorp_조직하-@-VV
F5683	#edp_dependency_이끌-@-VV--그룹-@-NNG
F5279	#edp_dependency_월-@-NNB--일-@-NNB--입단하-@-VV
F4650	구성되-@-VV
F3856	#edp_dependency_down||NP--down||NP--down||NP--down||
F5280	#edp_depmorp_제정-@-NNG
F1228	#edp_depmorp_석정리-@-NNG
F5281	#edp_depmorp_내란-@-NNG
F5282	#edp_depmorp_자치구-@-NNG
F1949	#edp_dependency_수학자-@-NNG
F7810	#edp_dependency_up||NP--up||X--up||NP_PRN--down||
F7300	하시모토-@-NNG
F1229	#edp_arg2_mod_대부분-@-NNG
F1230	#edp_depmorp_집권-@-NNG
F5283	#edp_dependency_시작하-@-VV
F1231	#edp_depmorp_일-@-VV
F1232	#edp_depmorp_기획-@-NNG
F6398	#edp_depmorp_유배되-@-VV
F1233	#edp_depmorp_취약하-@-VA
F3620	#edp_depmorp_경상북도-@-NNG
F1234	#edp_arg1_mod_들여오-@-VV
F5285	#edp_depmorp_게임-@-NNG
F1236	#edp_dependency_본선-@-NNG
F1237	#edp_depmorp_구례군-@-NNG
F3249	이가환-@-NNG
F1238	딸-@-NNG
F5286	#edp_arg1_mod_음악_그룹-@-NNG
F3251	#edp_dependency_up||NP_OBJ--up||VP--up||VP_MOD--up||VNP--up||VP_MOD--up||NP_OBJ--up||VP--up||VP_MOD--up||NP_SBJ--up||VNP_CMP--up||VP--up||VP--up||VP--down||
F3252	#edp_dependency_up||NP_CNJ--up||NP_OBJ--up||VP--down||
F1241	#edp_depmorp_캐스팅하-@-VV
F5185	#edp_dependency_up||VP_MOD--up||NP_OBJ--down||
F7154	자유-@-NNG
F7305	#edp_depmorp_이병규_-@-NNG
F7156	#edp_dependency_베티스-@-NNG--페레스-@-NNG--잇-@-VV--보내-@-VV--출전하-@-VV--입단하-@-VV
F5287	#edp_arg2_mod_지도자-@-NNG
F3254	맡-@-VV
F7306	#edp_dependency_클럽-@-NNG
F1243	오-@-VV
F2151	#edp_depmorp_치루-@-VV
F3255	수-@-NNG
F7170	#edp_depmorp_슈퍼스타즈-@-NNG
F5288	#edp_dependency_만나-@-VV
F5086	부상-@-NNG
F7309	#edp_dependency_마나-@-NNG
F7310	#edp_depmorp_후쿠시마_역_-@-NNG
F5289	#edp_dependency_엔지니어-@-NNG
F5290	#edp_depmorp_신천동-@-NNG
F1246	#edp_depmorp_나이로비-@-NNG
F7199	#edp_depmorp_축구계-@-NNG
F6127	#edp_dependency_교차로-@-NNG--나들목-@-NNG
F1247	#edp_dependency_회장-@-NNG--기업인-@-NNG
F3256	#edp_depmorp_주장하-@-VV
F3257	실수-@-NNG
F4806	국내선-@-NNG
F3258	캐스팅-@-NNG
F3273	정당-@-NNG
F7329	#edp_dependency_표하-@-VV--링크되-@-NNG
F6183	#edp_dependency_밴드-@-NNG--출신-@-NNG
F1248	패배-@-NNG
F1249	#edp_depmorp_미드필더진-@-NNG
F7313	번-@-NNB
F5292	#edp_depmorp_건너오-@-VV
F3136	#edp_depmorp_용산구-@-NNG
F1250	#edp_dependency_up||VP--up||VP_MOD--up||VNP--down||
F1520	#edp_dependency_up||NP_CNJ--up||VP_MOD--up||NP_AJT--up||VP--down||NP_SBJ--down||NP--down||
F7314	#edp_dependency_주-@-NNG--풀리아-@-NNG
F3142	#edp_dependency_up||VNP_MOD--down||
F5293	#edp_arg1_mod_회장-@-NNG
F7315	포르투갈-@-NNG
F5294	#edp_dependency_따르-@-VV
F536	#edp_arg2_mod_주-@-NNG
F7316	#edp_depmorp_체류하-@-VV
F1252	중심지-@-NNG
F7209	#edp_dependency_up||AP--up||VP_MOD--down||
F5295	#edp_dependency_up||VP--down||VP--down||NP_AJT--down||NP--down||NP--down||
F5296	#edp_dependency_up||VP--up||VP--down||NP_OBJ--down||VP_MOD--down||
F7317	#edp_depmorp_공주시-@-NNG
F6617	#edp_dependency_작곡가-@-NNG--가수-@-NNG
F3262	#edp_depmorp_소설가-@-NNG
F7678	#edp_dependency_up||VNP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||
F7330	제작하-@-VV
F2298	시호-@-NNG
F7680	압도적-@-NNG
F3154	#edp_depmorp_충목왕-@-NNG
F1253	자유롭-@-VA
F4035	#edp_arg2_mod_성-@-NNG
F3265	#edp_arg1_mod_변절하-@-VV
F1254	시내-@-NNG
F5298	#edp_dependency_up||NP_MOD--up||
F1255	#edp_depmorp_황제-@-NNG
F3170	#edp_dependency_위치하-@-VV--더블린-@-NNG
F5299	#edp_depmorp_부인-@-NNG
F194	#edp_dependency_up||VNP--up||VNP--down||
F1327	#edp_depmorp_편성-@-NNG
F1257	#edp_depmorp_워싱턴-@-NNG
F5300	진영역-@-NNG
F5307	운수업체-@-NNG
F537	#edp_arg1_mod_노선-@-NNG
F5301	대신-@-NNG
F1258	고구려-@-NNG
F5303	후한-@-NNG
F5304	#edp_depmorp_북동부-@-NNG
F3269	#edp_depmorp_헤이그-@-NNG
F5305	경기도-@-NNG
F3270	잡지-@-NNG
F3271	#edp_arg2_mod_건국하-@-VV
F1261	#edp_dependency_down||NP_CNJ--down||NP_MOD--down||NP_MOD--down||
F5306	#edp_dependency_러시아-@-NNG
F4900	#edp_dependency_봉쇄하-@-VV--배치되-@-VV--차전-@-NNB
F3272	#edp_arg2_mod_초기-@-NNG
F3267	#edp_depmorp_스물-@-NR
F6999	#edp_depmorp_가담하-@-VV
F5308	#edp_dependency_up||NP_AJT--up||VP--up||VP_MOD--up||
F1263	#edp_depmorp_최대-@-NNG
F3207	#edp_dependency_전라남도-@-NNG
F2272	사이-@-NNG
F6705	#edp_dependency_재무장관-@-NNG
F7324	월-@-NNG
F1265	#edp_dependency_up||VP_MOD--up||VNP--down||NP_SBJ--down||
F189	#edp_depmorp_비서장-@-NNG
F3275	소속-@-NNG
F4593	#edp_arg2_mod_시인-@-NNG
F6334	#edp_depmorp_쪽-@-NNB
F1267	#edp_arg1_mod_음악-@-NNG
F6524	#edp_dependency_up||VP--down||NP_AJT--down||VNP_MOD--down||
F3276	#edp_depmorp_발매되-@-VV
F3277	#edp_depmorp_개척하-@-VV
F5313	정차하-@-VV
F2273	자이언츠-@-NNG
F7327	성당-@-NNG
F3278	#edp_dependency_사후-@-NNG--하-@-VV--임명되-@-VV--의하-@-VV--세-@-NNB--까를로스-@-NNG--후안-@-NNG--국왕-@-NNG
F1269	#edp_arg1_mod_보은군-@-NNG
F7294	#edp_arg1_mod_형-@-NNG
F6640	#edp_dependency_down||NP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F5315	조조-@-NNG
F1270	#edp_depmorp_별장-@-NNG
F1271	#edp_depmorp_적-@-VV
F3279	#edp_dependency_up||VP--down||NP_AJT--down||VP_MOD--down||VP--down||
F7653	#edp_dependency_이준영-@-NNG--형제-@-NNG--종형-@-NNG
F5316	#edp_depmorp_애프터스쿨-@-NNG
F7769	#edp_depmorp_강타자-@-NNG
F1273	따-@-VV
F3280	고향-@-NNG
F3281	#edp_dependency_up||VP_MOD--down||NP--down||
F3282	길-@-NNG
F1274	기생-@-NNG
F1960	#edp_depmorp_강희제-@-NNG
F5960	육군-@-NNG
F1275	#edp_dependency_개최하-@-VV
F7319	현직-@-NNG
F3286	#edp_depmorp_불러들이-@-VV
F6265	#edp_depmorp_작업-@-NNG
F5318	#edp_depmorp_화가-@-NNG
F7710	#edp_dependency_up||VNP--down||NP--down||NP--down||VP_MOD--down||NP_OBJ--down||NP_MOD--down||
F5319	대체하-@-VV
F7694	#edp_dependency_부산광역시-@-NNG
F1276	#edp_arg2_mod_발표하-@-VV
F1277	#edp_depmorp_남구_-@-NNG
F3287	#edp_depmorp_도봉구-@-NNG
F1278	#edp_depmorp_공연하-@-VV
F6642	봉화역-@-NNG
F1279	#edp_depmorp_박남열-@-NNG
F2922	#edp_dependency_승리하-@-VV
F3288	#edp_arg1_mod_남동부-@-NNG
F6336	강원도-@-NNG
F5320	#edp_depmorp_국민들-@-NNG
F7338	#edp_depmorp_올라오-@-VV
F1832	#edp_dependency_시기-@-NNG--놓이-@-VV--시흥대-@-NNG--겹치-@-VV--관리하-@-VV--때문-@-NNB--도로-@-NNG--사용되-@-VV--의주-@-NNG--시대-@-NNG
F1280	개통하-@-VV
F1281	#edp_depmorp_토스카나-@-NNG
F5321	#edp_depmorp_참가하-@-VV
F7266	#edp_dependency_up||NP_MOD--up||VNP--down||NP_SBJ--down||
F7332	가문-@-NNG
F7333	#edp_depmorp_우랄족-@-NNG
F6016	초반부-@-NNG
F3293	#edp_dependency_up||VNP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP_MOD--down||
F2752	#edp_depmorp_금곡동-@-NNG
F5323	쇼나이-@-NNG
F1283	#edp_depmorp_대원여객-@-NNG
F6337	#edp_depmorp_코네티컷-@-NNG
F5692	#edp_dependency_up||NP_AJT--up||VP--up||VP--down||NP_SBJ--down||NP--down||NP--down||
F3323	#edp_depmorp_사립대학교-@-NNG
F1285	#edp_depmorp_타임스-@-NNG
F3295	대규모-@-NNG
F7334	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_AJT--down||
F5325	#edp_depmorp_규슈-@-NNG
F199	#edp_depmorp_슛-@-NNG
F5326	#edp_depmorp_드되-@-VV
F1288	#edp_depmorp_극작가-@-NNG
F7369	불구하-@-VV
F5327	#edp_dependency_제작하-@-VV--시작하-@-VV--작업-@-NNG
F3296	수상하-@-VA
F7372	#edp_depmorp_존슨-@-NNG
F1289	마을버스-@-NNG
F5329	#edp_dependency_년-@-NNB
F3299	#edp_dependency_up||NP--up||NP_OBJ--up||VP--down||NP_AJT--down||
F3300	#edp_dependency_무의동-@-NNG
F7339	#edp_dependency_감독-@-NNG--이적하-@-VV
F5331	#edp_dependency_up||NP--up||NP_MOD--up||
F3301	#edp_dependency_죽-@-VV
F3187	#edp_dependency_추대하-@-VV--건설하-@-VV
F1290	#edp_dependency_up||VP--down||VP--down||NP_OBJ--down||NP_MOD--down||
F3302	#edp_dependency_통하-@-VV--입단하-@-VV
F543	#edp_depmorp_까를로스-@-NNG
F7409	#edp_dependency_제정-@-NNG--받-@-VV--부임하-@-VV--워싱턴-@-NNG
F3303	박민구-@-NNG
F1962	#edp_depmorp_거제도-@-NNG
F3304	#edp_depmorp_관찰되-@-VV
F5335	#edp_dependency_경기-@-NNG--치르-@-VV--경기-@-NNG
F5336	#edp_arg1_mod_전용구장-@-NNG
F7344	법적-@-NNG
F3305	#edp_dependency_up||VNP_MOD--up||NP_MOD--up||
F1292	다수-@-NNG
F6992	#edp_arg1_mod_골키퍼-@-NNG
F2874	수상자-@-NNG
F6338	#edp_dependency_철도역-@-NNG--갖추-@-VV
F741	#edp_dependency_up||VNP--down||VNP--down||VNP--down||NP_MOD--down||
F3306	#edp_arg1_mod_엔지니어-@-NNG
F7345	#edp_depmorp_점령하-@-VV
F7347	#edp_dependency_출전-@-NNG--줄어들-@-VV--되-@-VV--떨어지-@-VV--성적-@-NNG
F1293	#edp_depmorp_방송국-@-NNG
F1294	후쿠시마-@-NNG
F1295	#edp_depmorp_다음-@-NNG
F5337	#edp_arg2_mod_받-@-VV
F1296	#edp_depmorp_여사-@-NNG
F1297	용어-@-NNG
F921	#edp_dependency_장기화-@-NNG--붕괴-@-NNG
F933	#edp_depmorp_중심-@-NNG
F6426	#edp_depmorp_어바인_-@-NNG
F3310	#edp_dependency_작곡가-@-NNG
F7350	음반-@-NNG
F3402	#edp_depmorp_가-@-NNG
F3311	#edp_depmorp_하야호시-@-NNG
F5339	#edp_depmorp_대의원-@-NNG
F1298	#edp_depmorp_외교관-@-NNG
F564	#edp_dependency_down||VP--down||VP--down||NP_OBJ--down||VP_MOD--down||VP--down||VP--down||VP--down||
F8027	#edp_dependency_건륭제-@-NNG--감탄하-@-VV--때-@-NNG--다녀가-@-VV
F3313	#edp_depmorp_기틀-@-NNG
F2532	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_SBJ--up||VP--down||
F7353	살-@-VV
F3314	삼성-@-NNG
F1299	#edp_depmorp_수립-@-NNG
F7354	#edp_depmorp_만안구-@-NNG
F1300	#edp_depmorp_마치-@-VV
F7452	#edp_depmorp_유재현-@-NNG
F1301	#edp_depmorp_신상리-@-NNG
F5340	#edp_depmorp_창법-@-NNG
F3315	마이애미-@-NNG
F1302	#edp_dependency_리그-@-NNG
F5342	#edp_depmorp_쇠데르말름-@-NNG
F3413	#edp_dependency_up||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F5343	#edp_dependency_up||VP_MOD--up||NP_AJT--up||VP_MOD--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||NP--down||
F546	#edp_dependency_선거-@-NNG--치르-@-VV
F5595	#edp_depmorp_일종-@-NNG
F1303	코치-@-NNG
F7589	#edp_arg2_mod_한국-@-NNG
F6281	#edp_depmorp_임대하-@-VV
F3317	층-@-NNG
F1305	#edp_depmorp_드러머-@-NNG
F2290	#edp_arg1_mod_측극기류-@-NNG
F5344	찬스-@-NNG
F5345	생산-@-NNG
F5346	#edp_depmorp_불리-@-VV
F5347	#edp_dependency_도착하-@-VV--받-@-VV--승인-@-NNG--당국-@-NNG
F3319	#edp_depmorp_이론-@-NNG
F5697	#edp_dependency_지나-@-VV--중심지-@-NNG--활성화지역-@-NNG--형성되-@-VV--명물거리-@-NNG--선정되-@-VV--거리-@-NNG
F892	아내-@-NNG
F6044	부회장-@-NNG
F6271	#edp_depmorp_층-@-NNG
F1307	#edp_arg2_mod_기타리스트-@-NNG
F5348	#edp_depmorp_진천군-@-NNG
F4296	#edp_depmorp_긴키-@-NNG
F3320	#edp_arg1_mod_슈퍼리그-@-NNG
F1308	#edp_depmorp_주연-@-NNG
F5350	#edp_dependency_up||VNP--up||VNP_MOD--up||
F1309	#edp_depmorp_유역-@-NNG
F3321	#edp_depmorp_범하-@-VV
F3322	항공기-@-NNG
F3324	#edp_depmorp_사회주의자-@-NNG
F3325	고흐-@-NNG
F7359	#edp_dependency_방심-@-NNG--원인-@-NNG--대하-@-VV--많-@-VA--탓-@-NNG--소홀하-@-VA--대하-@-VV--성공시키-@-VV--성공시키-@-VV--후반-@-NNG--맞서-@-VV--차전-@-NNB--플레이오프-@-NNG
F3294	엔터테인먼트-@-NNG
F5351	#edp_depmorp_기업인-@-NNG
F3326	#edp_dependency_up||VP--down||VP--down||NP_OBJ--down||VP_MOD--down||VP--down||VP--down||
F1310	#edp_depmorp_터널-@-NNG
F3327	#edp_depmorp_같-@-VA
F5353	#edp_depmorp_콘퍼런스-@-NNG
F3328	#edp_arg1_mod_대-@-NNB
F5354	#edp_depmorp_물리학자-@-NNG
F3469	#edp_dependency_휘하-@-NNG
F3948	#edp_depmorp_매도당하-@-VV
F3330	#edp_dependency_up||VNP--down||VP--down||NP--down||
F1312	일제-@-NNG
F5355	#edp_dependency_경기장-@-NNG
F7363	원더걸스-@-NNG
F7364	#edp_depmorp_인물들-@-NNG
F893	목포-@-NNG
F3331	#edp_arg1_mod_전작-@-NNG
